,name,m_or_f,namelen
1377,titudevender,m,12
1378,lal babu,m,8
1379,shailesh tiwari,m,15
1380,tunni lal,m,9
1381,chander sekher,m,14
1383,jyoti swroop,m,12
1385,ronak,m,5
1386,bal kirshan,m,11
1388,chitrangan dass,m,15
1389,chatar pal,m,10
1390,rihan,m,5
1392,suraj bhan,m,10
1393,aditya sharma,m,13
1394,raju kumar,m,10
1395,jitendra,m,8
1396,nwed,m,4
1398,ajay singh rajawat,m,18
1399,abdullah,m,8
1400,harish ahuja,m,12
1401,raghuvir,m,8
1405,shobharam,m,9
1406,ashok kumar,m,11
1407,prabhjeet singh,m,15
1408,tosif paevesh,m,13
1409,ghanshyam giri,m,14
1410,somnath joshi,m,13
1411,chirag chinu,m,12
1412,mohd. shokat,m,12
1413,gourav kumar,m,12
1415,manoj sethi,m,11
1418,tapan kumar,m,11
1419,rafiq ahmed,m,11
1420,shri subhash chand,m,18
1421,begraj singh,m,12
1422,dhanna lal,m,10
1423,amrish seni,m,11
1424,ghan sayam,m,10
1426,ravinder arun,m,13
1428,lave kumar sharma,m,17
1430,somnath,m,7
1431,bablu ram,m,9
1432,akhtar ali,m,10
1433,gulshan kumar,m,13
1434,khursheed,m,9
1436,vivek adak,m,10
1437,arsad,m,5
1438,mohd gaffar,m,11
1439,naveen bansal,m,13
1440,amar singh golu,m,15
1441,akram rijwi,m,11
1442,amit kumar giri,m,15
1443,vipin kashyap,m,13
1444,daler singh,m,11
1445,abhishek kumar,m,14
1446,ravikant mahawar,m,16
1447,kishan lal,m,10
1448,mohit sharma,m,12
1449,mohd.amir,m,9
1450,ajay kumar jain,m,15
1451,nandu,m,5
1452,ravi pruthi,m,11
1453,rajni,m,5
1454,taj,m,3
1455,md aslam,m,8
1457,unknown,m,7
1458,ram naresh,m,10
1459,deewan,m,6
1460,keshave mahta,m,13
1462,boby kumar yadav,m,16
1463,rohan haldar,m,12
1464,sachin pal,m,10
1466,sanyaman,m,8
1467,ramesh chand,m,12
1468,suminder,m,8
1469,mohinuddin,m,10
1470,shanbhu lal,m,11
1471,krishan pal kishan,m,18
1472,babu lal,m,8
1473,p s eswaran,m,11
1475,aditya,m,6
1476,akhilesh kumar,m,14
1477,ramjan,m,6
1479,meenu,m,5
1481,lakki,m,5
1482,ramesh chander,m,14
1483,harjeet singh,m,13
1486,sumit chugh,m,11
1488,aashu anil kumar,m,16
1489,ramchander singh,m,16
1490,munajir alam,m,12
1491,arif akram,m,10
1492,mr. babu lal,m,12
1493,kuldeep kalan,m,13
1494,kamlesh urf jula,m,16
1495,vikramjeet sharma,m,17
1496,suraj bhatia,m,12
1497,vishal kapoor,m,13
1498,lakshit pandey,m,14
1499,mithun,m,6
1500,aman puri,m,9
1502,ashish chanchal,m,15
1504,shiv ram neppu rai,m,18
1507,viram singh,m,11
1509,om parkash yadav,m,16
1510,nijam,m,5
1511,mhoomad sakir,m,13
1512,ajay kalu,m,9
1513,madhan singh,m,12
1514,mahfuj,m,6
1515,mohd. manudeen,m,14
1516,kali charan sain,m,16
1517,manav,m,5
1518,kalish,m,6
1519,mansur malik,m,12
1520,mohd. imran,m,11
1521,nand lal,m,8
1522,manender pratap,m,15
1523,kanhiya sukla,m,13
1524,arvind mali,m,11
1525,manak chand,m,11
1526,gopal singh,m,11
1527,jagjiwan ram,m,12
1529,dhramender singh,m,16
1530,mho. alpej,m,10
1531,jalaluddin,m,10
1533,mohd nihal,m,10
1534,mohan singh tyagi,m,17
1535,bhushan kumar,m,13
1536,suresh umar jain,m,16
1537,shahrukh khan,m,13
1538,sahid hussain,m,13
1539,satbir,m,6
1540,suresh kumar jain,m,17
1544,narayan dutt,m,12
1546,mukesh jat,m,10
1550,bal kishan,m,10
1551,sabir hussain,m,13
1552,muslim shekh,m,12
1553,nisha,m,5
1554,jagat singh,m,11
1555,anuj sharma,m,11
1556,kanta prasad,m,12
1557,aashik ajiz,m,11
1558,roop singh,m,10
1559,shetan,m,6
1561,shree ram,m,9
1564,ravindra singh,m,14
1565,karan singh,m,11
1566,halkuji,m,7
1567,kunal kumar,m,11
1568,matadeen,m,8
1569,ragwender sharma,m,16
1570,jai kumar gupta,m,15
1571,md sahid,m,8
1572,ram darshan,m,11
1573,surat singh,m,11
1574,md. arfan,m,9
1575,gurvinder singh,m,15
1576,rinkoo,m,6
1577,dilshad saifi,m,13
1578,babar ali khan,m,14
1579,badri narayan yadav,m,19
1581,veepinchand midas,m,17
1583,,m,3
1584,pawan gupta,m,11
1585,deepak sonu,m,11
1586,rajeev dutt,m,11
1587,rishabh,m,7
1591,puran chand,m,11
1592,moolchand,m,9
1593,lalaram kalu,m,12
1594,sarfraj,m,7
1595,samser khan,m,11
1596,rustam,m,6
1597,avadh bihari,m,12
1598,talib kha,m,9
1599,shashwat,m,8
1600,vimlesh,m,7
1602,chander mohan,m,13
1603,sanny so ram shanker,m,20
1607,mayur bhatia,m,12
1608,hazari,m,6
1609,virender verma bindu,m,20
1611,tinku,m,5
1612,hasan shekh,m,11
1613,suryanath pal,m,13
1614,amir,m,4
1615,tarun kuamr,m,11
1616,akilesh,m,7
1617,ashwani saluja,m,14
1619,umesh yadav,m,11
1620,chotu sahil,m,11
1621,sanjay kumar,m,12
1622,sat pal,m,7
1623,sourabh,m,7
1624,chandan kumar yadav,m,19
1625,kamal singh,m,11
1627,rahul sisodiya,m,14
1628,ashutosh sharma,m,15
1629,shiv kant,m,9
1630,gurmeet singh,m,13
1631,sardar gurmeet singh chauhan,m,28
1633,amuchla barman,m,14
1634,moh. harun,m,10
1635,raj kishor mishra work kartar ply wood factory kh,m,49
1636,dilbar,m,6
1637,rajesh mishra,m,13
1639,parsnath,m,8
1640,gulshad,m,7
1641,siwani,m,6
1644,ashu satender,m,13
1645,pradeep kumar,m,13
1646,dinesh pareek,m,13
1647,sahab ram,m,9
1648,baburam,m,7
1649,sandeep kumar messi,m,19
1650,mr. mohan lal keer,m,18
1651,sardar kawaljeet singh,m,22
1652,udaiy kumar,m,11
1653,ram avtar,m,9
1654,amrit singh,m,11
1655,shyam sharma,m,12
1660,ravi golu,m,9
1661,sultan,m,6
1662,iqbal hussain,m,13
1663,harsh prince,m,12
1664,sher hasan,m,10
1665,mohit parsad uniyal,m,19
1666,jawhar lal,m,10
1667,harshit,m,7
1668,gjender,m,7
1669,tulshi ram,m,10
1670,pulkit,m,6
1671,shamsuddin,m,10
1673,imran so maman singh,m,20
1674,deen mohammad,m,13
1675,amit pande,m,10
1677,naresh kumar,m,12
1678,manjeet singh,m,13
1680,harish chand dua,m,16
1681,paramjeet,m,9
1682,druga lal,m,9
1683,aashif,m,6
1684,istyara ali,m,11
1685,ramesh megwal,m,13
1686,ghanshyam balmiki,m,17
1687,kewal,m,5
1688,shyad furkahn hussain,m,21
1690,sanu,m,4
1692,prakash,m,7
1695,manish lamba,m,12
1696,ballu,m,5
1699,dev chopra,m,10
1700,chand,m,5
1701,aashis kumar,m,12
1702,mohd umar,m,9
1705,amart mewada,m,12
1706,ramkesh,m,7
1707,shakib,m,6
1708,srheeram so chimana ram,m,23
1709,tohid,m,5
1711,harib,m,5
1712,aasif,m,5
1713,jat ram,m,7
1714,md. imtyaj,m,10
1715,rajat,m,5
1716,chander mehto,m,13
1717,netram yadav,m,12
1718,shyam lal,m,9
1719,bajrangi lal kasyap,m,19
1720,tony,m,4
1721,mohd ali chanki,m,15
1722,nazir ali,m,9
1723,sudhir gupta,m,12
1724,akram hussain,m,13
1725,sahwaj,m,6
1726,ramji,m,5
1727,trilok agrawal,m,14
1728,prafhool pandey,m,15
1729,rajiv kumar,m,11
1730,mohd jaid,m,9
1731,shish pal,m,9
1735,rajeev kumal,m,12
1736,ghanshyam sunder,m,16
1737,bhopal,m,6
1739,rahul bhaskar,m,13
1740,mohd. samsuddin,m,15
1741,fakrrudeen,m,10
1742,jasvinder kaur roji,m,19
1743,neeraj bhatt,m,12
1744,dinesh chauhan,m,14
1746,mohan ram,m,9
1747,mukesh goyal,m,12
1748,paramjeet singh,m,15
1750,gaurav sukla,m,12
1751,bharat singh,m,12
1752,bhabhav uniyal,m,14
1753,saleem,m,6
1754,ved raj,m,7
1756,rocky mehto,m,11
1757,nar singh thakur,m,16
1758,kawaljeet rahul,m,15
1759,komal,m,5
1760,omender,m,7
1761,yashwant,m,8
1763,farku pujar,m,11
1764,nitin nishu,m,11
1766,braham singh urf virmanand,m,26
1767,mahender chaudhary,m,18
1769,sartaj,m,6
1772,shanawaz,m,8
1773,hukam chand,m,11
1774,dharmvir,m,8
1775,sanaullah,m,9
1776,dhruv kumar,m,11
1777,trilok chand,m,12
1779,magat ram,m,9
1780,aanad sharma,m,12
1782,aaditya yadav,m,13
1784,sushil,m,6
1785,nitesh,m,6
1786,dhaney,m,6
1787,zeshan akhtar,m,13
1788,ram dass,m,8
1789,arjun giri,m,10
1790,pinki gupta,m,11
1791,goutam bhora,m,12
1792,joria,m,5
1794,jai parkash,m,11
1795,moh farman,m,10
1796,vipin pandey,m,12
1797,ram gopal urf gopiram meena,m,27
1798,sumit singh,m,11
1799,sai das,m,7
1800,bal kishan sonu,m,15
1801,prem shaksana,m,13
1802,jagdish kalra,m,13
1803,dhananjay,m,9
1804,saidas,m,6
1805,raju kuswha,m,11
1806,harishankar,m,11
1807,hare krishana mishra,m,20
1808,mohd zahid so karimudeen,m,24
1809,pankaj gupta,m,12
1810,abdulla,m,7
1811,ashok kumar sani,m,16
1813,tushar,m,6
1816,devi ram,m,8
1817,vipul sharma,m,12
1818,naitikkanaya,m,12
1819,abhiraj yadav,m,13
1820,sourav,m,6
1821,irsad khan,m,10
1822,pramod mehto,m,12
1823,irfan bhola,m,11
1825,basant joshi,m,12
1826,kailesh chand,m,13
1827,eldro korea kose,m,16
1828,kirti thakur,m,12
1829,arjun singh shubham,m,19
1830,gulab singh,m,11
1831,birbal,m,6
1833,ruplal kumwat,m,13
1835,subhash raoji deyo,m,18
1836,sunder singh,m,12
1837,surajpal,m,8
1839,patric meter,m,12
1840,md.gulsher alvi,m,15
1841,devinder pal,m,12
1842,balram gupta,m,12
1844,mohd nawab,m,10
1845,rakshit ghai,m,12
1846,mohd. danish,m,12
1847,deepak garg,m,11
1848,yogender,m,8
1849,suleman,m,7
1850,rahul mishra,m,12
1851,dishad,m,6
1852,shambu gujar,m,12
1853,bahart singh,m,12
1854,mahesh kumar,m,12
1855,dipu sharma,m,11
1856,devasish chakarwarti,m,20
1858,bijander,m,8
1859,rajendra,m,8
1860,gourav batra,m,12
1861,bunty chandan,m,13
1862,mahender singh,m,14
1864,vishal deepak,m,13
1865,vicky verma,m,11
1866,justin,m,6
1867,budhan paswan,m,13
1868,ishwar singh,m,12
1869,kailash,m,7
1870,bhagat singh,m,12
1871,nirmal adhikari,m,15
1872,gobind hazra,m,12
1873,affan,m,5
1875,gulashan,m,8
1877,kundan chohan,m,13
1878,baldev,m,6
1879,jasvindir,m,9
1880,omveer,m,6
1881,ravi kumar soni,m,15
1882,narayan singh,m,13
1884,tanveer,m,7
1885,sunny koli,m,10
1886,nitesh kumar,m,12
1888,md sokat,m,8
1889,mohd noman,m,10
1890,kamal,m,5
1892,mahabir,m,7
1893,surendermannu,m,13
1894,sanju,m,5
1895,ramwatar,m,8
1896,man mohan aggarwal,m,18
1897,avdesh,m,6
1898,harbanschauhan,m,14
1899,brij mohan,m,10
1900,bhram singh,m,11
1901,chander pal,m,11
1903,kaushar,m,7
1904,santosh singh,m,13
1905,dinesh jain,m,11
1907,haridutt,m,8
1908,mohd. irfan,m,11
1909,chaman,m,6
1910,jay,m,3
1912,lasar,m,5
1913,manoj bansal,m,12
1914,sanjeev kumar,m,13
1916,bhagat ram,m,10
1917,jumrati,m,7
1918,jai ram kir,m,11
1919,akhtar,m,6
1920,ram saveroop,m,12
1921,dwarika lal,m,11
1922,ghanshyam,m,9
1924,jai kumar,m,9
1925,sidharth,m,8
1926,tinku kumar avinash gupta,m,25
1927,mohd nadeem,m,11
1928,mohd asif,m,9
1929,rekha,m,5
1930,jumman,m,6
1931,ranveer,m,7
1933,hansraj meena,m,13
1934,jamil ahmed,m,11
1935,garv,m,4
1936,salesh girsa,m,12
1937,yoginder,m,8
1939,jaykumar sindu,m,14
1940,rajkumar bhil,m,13
1941,rakesh gupta,m,12
1944,sidarth sharma,m,14
1946,sahajad,m,7
1947,satyanarayan soni,m,17
1949,gulam sakhar,m,12
1950,sahnaz,m,6
1951,parmo kumar jain,m,16
1952,sukhram,m,7
1953,pappu,m,5
1954,avnish,m,6
1955,mohd. ali,m,9
1956,mohd. shakir,m,12
1957,bahrat panday,m,13
1958,ebane ali,m,9
1959,satnam singh,m,12
1961,aniket,m,6
1962,dauji,m,5
1963,nanni,m,5
1964,rahisuddin,m,10
1965,rishab uniyal,m,13
1967,gurfaan,m,7
1968,pavan kumar,m,11
1970,jitender jitu,m,13
1971,repu marwaha,m,12
1972,anuraj,m,6
1973,neeraj neetu,m,12
1974,mohit kumar sharma,m,18
1975,goverdhan dass,m,14
1976,rajinder bhasin alias babbu,m,27
1977,divy,m,4
1978,sanjay bhandari,m,15
1979,ashok goswami,m,13
1980,varun nishu,m,11
1981,md. danish,m,10
1982,tilakram,m,8
1983,surjeet singh banjara,m,21
1984,sarju,m,5
1985,gordhan das,m,11
1986,joginder mandal,m,15
1987,rakesh kumar meena,m,18
1988,kashiram,m,8
1989,ramchandra parsad kurmi,m,23
1991,ravi meena,m,10
1993,saksham,m,7
1994,sant lal,m,8
1996,julfi sonu,m,10
1997,jagbir singh,m,12
1998,guruvachan singh,m,16
2000,shanwaj,m,7
2001,gaurav vishal,m,13
2002,ranjan singh rai,m,16
2003,arun mishra,m,11
2004,imran khan,m,10
2005,attar,m,5
2006,dimpu ranbir,m,12
2007,puran mal,m,9
2008,bimlesh,m,7
2009,jyoti ram,m,9
2011,deepak dhanpal,m,14
2012,devi deen,m,9
2016,rahul singh bisht,m,17
2017,bhavuk goel,m,11
2018,zahid,m,5
2019,ankaj,m,5
2020,patras massey chhuttan,m,22
2021,manoj joshi,m,11
2022,ramu raju,m,9
2024,parsanjeet sarkar,m,17
2025,raghubeer singh,m,15
2027,navneet,m,7
2028,mithu lal,m,9
2029,manoj gupta,m,11
2030,golu bablu,m,10
2031,vikash kasana,m,13
2032,asruddin,m,8
2034,kamraan,m,7
2035,sunil kannujiya,m,15
2036,dharambir,m,9
2038,shubham giri,m,12
2039,bechan pal,m,10
2040,amkit,m,5
2041,mohd. lookman,m,13
2042,khurshid sidhiki,m,16
2044,bhanu yadav,m,11
2045,makbul,m,6
2046,pramod mahashay,m,15
2047,preet kumar,m,11
2049,virender vicky,m,14
2051,shankarlal,m,10
2052,omprakash sharma,m,16
2053,anmol ankur,m,11
2054,mahesh,m,6
2055,wali hadar,m,10
2056,rahul verma,m,11
2057,vikram jha,m,10
2059,tamana,m,6
2060,ramdhin gujair,m,14
2061,kapil bhatia,m,12
2063,sangit,m,6
2064,sarvash prashad,m,15
2066,trlokchand,m,10
2067,sanoj kumar,m,11
2068,mohd. hasan ali,m,15
2070,kanwar pal,m,10
2071,girdhari,m,8
2072,mohammad ali imam,m,17
2074,parkash,m,7
2075,vipul gupta,m,11
2076,akash malik,m,11
2077,daljeet rahul,m,13
2078,sidh lal,m,8
2079,rahul rawat,m,11
2080,manak rebari,m,12
2081,anurudh choudhary,m,17
2082,sahnawaz,m,8
2083,rajbir singh,m,12
2084,mehak,m,5
2085,dd suraj kumar,m,14
2086,pankaj rawal,m,12
2087,manju,m,5
2088,savan anju,m,10
2089,sahil ram vishal,m,16
2091,tonipunit,m,9
2092,mohd. firdoesh,m,14
2093,narayan rawat,m,13
2094,sunny rathor,m,12
2095,sohail,m,6
2096,abdul khalil,m,12
2097,inder mahipal arya,m,18
2098,bittan mandal,m,13
2101,sitender singh bedi,m,19
2102,naveen seithi,m,13
2103,phool chand,m,11
2105,nankesh,m,7
2106,nasruddin dinka,m,15
2107,boby,m,4
2108,hasim,m,5
2109,ankit paswan,m,12
2111,sudan ji,m,8
2113,sat prakash,m,11
2115,amrit kujur,m,11
2116,manish kapoor,m,13
2117,sapan kumar,m,11
2118,sangram singh gujjar,m,20
2120,irfan sonu,m,10
2121,veerpal singh,m,13
2122,naveen kumar,m,12
2123,vishnu,m,6
2124,urendra gupta,m,13
2126,sundeep kumar,m,13
2127,munkad ali,m,10
2128,rupendra ubas,m,13
2130,rakkibhul,m,9
2131,ajeet singh,m,11
2132,sanjay jain,m,11
2133,neki ram,m,8
2134,omkar singh,m,11
2135,lucky rana singh,m,16
2137,satish chander,m,14
2138,shahnawaj sanu,m,14
2139,gulab amit,m,10
2140,anand kumar,m,11
2141,mohd. aajam,m,11
2142,bhupesh neetu,m,13
2144,babbu,m,5
2145,varun,m,5
2146,parashu ram sharma,m,18
2147,brijesh,m,7
2148,rajat ragahv,m,12
2149,satvir singh,m,12
2150,aditya pathak,m,13
2151,ajay sharma,m,11
2152,rajesh garg,m,11
2153,nikhil tyagi,m,12
2159,manoj kumar rajhans,m,19
2160,zaheer,m,6
2161,babupuri,m,8
2162,vikash kumar,m,12
2163,naveen rawat,m,12
2165,madan pal,m,9
2166,lakhamichand,m,12
2168,geeta,m,5
2169,dheerendra tiwari,m,17
2170,kishan kumar,m,12
2171,rana gandhi,m,11
2172,dhannu,m,6
2173,vimal,m,5
2175,amar kumar,m,10
2176,jagdeep singh,m,13
2177,parmood,m,7
2178,aakar talwar,m,12
2179,devi saran lala,m,15
2181,rohtash singh,m,13
2182,jaibir,m,6
2183,kheem singh,m,11
2184,shiv kumar shibhu,m,17
2185,ashwani ashu,m,12
2186,mahammd sarfroj,m,15
2187,yusuf,m,5
2189,laxman rao,m,10
2190,ganga sagar,m,11
2191,rehan,m,5
2193,jaiparkash agawal,m,17
2194,permeshwar parsad,m,17
2195,aadish,m,6
2196,buddhi singh,m,12
2197,chottu,m,6
2198,satender dass,m,13
2199,lakhraj,m,7
2200,vipin shahu,m,11
2201,virpal,m,6
2202,nanhe,m,5
2204,chitranjan kumar,m,16
2205,chiranjavi,m,10
2206,krishna,m,7
2207,rahul boby,m,10
2210,ashishi aggarwal bittoo,m,23
2212,sandeep saini,m,13
2213,jogender,m,8
2214,naim malik,m,10
2215,deepaak,m,7
2217,hira lal,m,8
2219,kamal singh,m,11
2220,aman arora,m,10
2221,birpal,m,6
2222,tapan kumar ghos,m,16
2223,vaibav gupta,m,12
2226,sankar gupta,m,12
2227,yogender prakash,m,16
2228,vinit,m,5
2230,prashant kumar,m,14
2231,vikki,m,5
2232,manish bittu,m,12
2233,amit sharma bablu,m,17
2234,sahil kumar,m,11
2235,chander shakher,m,15
2236,roop chand mamu,m,15
2237,javed abbas,m,11
2238,radhe shyam,m,11
2239,satish chander jha,m,18
2241,harvansh shrama,m,15
2242,yadho lal,m,9
2243,shree prakash garg,m,18
2244,laxman singh,m,12
2245,partap singh,m,12
2246,harish rahman,m,13
2247,vikash kumar chotu,m,18
2248,avdesh singh tomar,m,18
2249,manver singh,m,12
2250,nasir,m,5
2251,mohd ashikeen,m,13
2252,rajnesh gupta,m,13
2253,arun dabas,m,10
2255,arun kol,m,8
2256,mohd. fahad,m,11
2257,prem singh,m,10
2259,uday lal,m,8
2260,noornabi,m,8
2261,papuu luhar,m,11
2262,chandra,m,7
2263,md aktab alam,m,13
2264,bhudhi lal,m,10
2265,banshi lal,m,10
2266,raju ramu,m,9
2268,ratul viswas,m,12
2270,keshav,m,6
2271,prameshwar,m,10
2273,chhatar pal anil,m,16
2275,aakib javed,m,11
2276,hanuman das,m,11
2277,prakash soni,m,12
2278,rambabu,m,7
2279,bittoo,m,6
2280,jagdish chandra,m,15
2281,satyanarayan,m,12
2283,parshotam ram,m,13
2284,sumit raghav,m,12
2285,chhitar mal,m,11
2288,ramchandr,m,9
2289,govinda,m,7
2290,jaichand,m,8
2292,nitin kumar,m,11
2293,gurjeet singh babbu,m,19
2294,ganesh,m,6
2295,senser,m,6
2297,gordhan,m,7
2299,sandeep goyal,m,13
2300,krishna bhatt,m,13
2301,vinay bhattia,m,13
2302,santosh kuumar,m,14
2303,sajruddin,m,9
2305,chetram,m,7
2306,jamal khan jimmi,m,16
2307,dinesh ravidash bullu,m,21
2309,niwas,m,5
2310,ramu dubey,m,10
2311,pphola,m,6
2313,ram ratan,m,9
2314,panna lal sumit,m,15
2315,ramdev jha,m,10
2316,keshar,m,6
2317,manoj kumar age25 and his son rahman age112,m,43
2318,anil kumar tete,m,15
2320,lalital mohan,m,13
2322,harender kumar,m,14
2323,hariesh,m,7
2324,mehinder,m,8
2325,prem parkash seth,m,17
2326,prabhakar,m,9
2327,tushar saini vishal,m,19
2328,baljinder singh monu,m,20
2329,hemant sharma,m,13
2334,parshu ram singh,m,16
2335,shailesh,m,8
2336,shakhtnsana singh,m,17
2337,lal prasad narala,m,17
2338,yaqub ali,m,9
2339,dalchand,m,8
2340,nirmal kumar,m,12
2341,pramod kumar,m,12
2342,pukharam,m,8
2344,nitin sharma,m,12
2345,kundan,m,6
2346,mohit bedi,m,10
2347,noor aalam,m,10
2348,anish,m,5
2349,hukam singh,m,11
2350,saif ali raza,m,13
2353,bhudev presad,m,13
2354,ashish kumar,m,12
2356,faisal,m,6
2357,sher singh,m,10
2358,sujal,m,5
2359,kailash singh,m,13
2360,ganga ram,m,9
2361,victor singlai,m,14
2362,sandeep dubey,m,13
2363,dinesh chand,m,12
2364,mayank,m,6
2365,jeevan,m,6
2366,vikash malik,m,12
2367,amir khan,m,9
2368,kiran kumari,m,12
2371,ajay panday,m,11
2373,manash,m,6
2374,waseem,m,6
2376,abdul miya,m,10
2379,upendra kumar,m,13
2380,yashpal singh,m,13
2381,razi ahmad,m,10
2383,parmeshwar,m,10
2384,lakhvinder singh,m,16
2385,bijender,m,8
2388,jhalla re,m,9
2389,ram deeta mehto,m,15
2390,rakesh sudama,m,13
2391,pramatma pandey,m,15
2392,abhishek sharma,m,15
2393,mata parsad,m,11
2397,rishipal,m,8
2399,ajay varma,m,10
2400,haji mohmmad,m,12
2401,rijwan aalam,m,12
2402,jai kishan bhondu,m,17
2404,naresh chauhan,m,14
2405,tarun,m,5
2406,dharamvir,m,9
2407,ravinder kumar,m,14
2409,rajkumar jain,m,13
2410,mohd. ahmad,m,11
2411,shankar,m,7
2412,manoj upadhay,m,13
2414,vijay rath0r,m,12
2415,bhan singh bani singh,m,21
2416,lakshman sah,m,12
2417,aijay jaiswal,m,13
2418,gauravgil,m,9
2419,mr. ashish khandelwal,m,21
2420,laxman shah,m,11
2421,mukesh chaudhary,m,16
2422,adalat mahto,m,12
2423,kapil kumar,m,11
2424,devender sharma,m,15
2425,amit kumer,m,10
2426,sanjay manchanda,m,16
2427,raghuveer singh,m,15
2428,umar,m,4
2429,chander bhan yadav,m,18
2433,tharu singh,m,11
2434,som,m,3
2435,vi jay kumar malhotra,m,21
2436,fanni bhusan shina,m,18
2438,vikram goolu,m,12
2439,virender vicky,m,14
2440,aasif khan,m,10
2441,md. gaffar,m,10
2443,mehboob alam,m,12
2444,b r john,m,8
2445,durvesh,m,7
2446,dharam bir,m,10
2447,ibarhim,m,7
2448,aditya vikram,m,13
2449,balvinder,m,9
2450,umang gupta chiku,m,17
2453,surajbhan,m,9
2454,avtar singh,m,11
2455,indervesh,m,9
2456,md javed,m,8
2457,ashok thru,m,10
2458,gaffar sardar,m,13
2459,najre alam,m,10
2460,ravi nayak,m,10
2461,jitendr,m,7
2462,dinesh kumar saini,m,18
2463,sofali,m,6
2464,anil narula,m,11
2465,sunder yadav,m,12
2466,braj kumar,m,10
2467,narender sharma kala,m,20
2468,sonu gupta,m,10
2469,rahul kumar honny,m,17
2471,abhishak,m,8
2472,taufik,m,6
2473,jai ram mandal,m,14
2475,hardeep gauttam,m,15
2476,shekhar,m,7
2478,ram khiladi,m,11
2479,durgashankar,m,12
2480,jairam mandal,m,13
2481,hemant raghav,m,13
2482,preetam singh,m,13
2483,umashankar khanduri,m,19
2484,aidtya,m,6
2486,hasan,m,5
2490,shahrukh tauhid,m,15
2492,guru charan lal,m,15
2493,mukul,m,5
2494,mukesh kumar shav,m,17
2495,sushil kumar arora,m,18
2496,jitender rai,m,12
2497,anshuman jha,m,12
2498,karanveer,m,9
2500,satyanarayan dholi,m,18
2501,adil,m,4
2502,atul rathor,m,11
2503,mehtab,m,6
2504,sh satpal,m,9
2505,manosh yadav,m,12
2506,satya narayan bacchan,m,21
2507,sukhvinder singh,m,16
2509,nabal ahamd,m,11
2511,sanjeev sonu,m,12
2512,shivcharan,m,10
2513,ganesh pandey,m,13
2514,dhramveer,m,9
2515,vakesh sulemani,m,15
2516,devendra soni,m,13
2517,jatin satish,m,12
2518,tohir,m,5
2519,sadiq,m,5
2520,mohit thakur,m,12
2521,shobha ram,m,10
2522,harsh sharma goldy,m,18
2523,attar singh,m,11
2524,sukul sonu,m,10
2525,satender kumar,m,14
2527,kanishakraj,m,11
2529,vikrant,m,7
2530,bacchu paswan,m,13
2531,mhosin,m,6
2532,ramnihor nishad,m,15
2534,ramnihor,m,8
2535,monu agrwal,m,11
2536,emran kha,m,9
2537,virender singh,m,14
2539,mohd uved,m,9
2540,sant ram,m,8
2541,upender khandelwal,m,18
2542,ravi teja nikkam,m,16
2543,dibakar rout,m,12
2544,mohd salmaan,m,12
2546,vishnu kumar,m,12
2547,rajeev verma,m,12
2549,shabbir,m,7
2550,rampal jain,m,11
2551,jai dev nanu,m,12
2553,wasim,m,5
2554,numesh kumar,m,12
2555,aashish kumar,m,13
2556,rahulakash,m,10
2557,abhishek tripathi,m,17
2558,aslam,m,5
2559,hament,m,6
2561,sandeep sonu,m,12
2563,shashi bhushan,m,14
2564,arun verma,m,10
2565,mager sahu,m,10
2566,krishana kumar,m,14
2567,arvind sunil,m,12
2568,imtyaz,m,6
2569,subhash rampal,m,14
2570,siya ram,m,8
2573,dev kumar singh,m,15
2575,mahaveer mali,m,13
2576,davinder,m,8
2577,himanshu praser,m,15
2578,raj kumar mishra,m,16
2580,arindom gupta,m,13
2581,harikishan,m,10
2582,hemantteeku,m,11
2583,keshav dutt,m,11
2584,rohtash,m,7
2586,pawan alias lakshman,m,20
2587,yespal singh chauhan pappu rana,m,31
2588,puskar singh dhami,m,18
2590,shree nanak,m,11
2591,raj u parshad so dagru parshad,m,30
2592,dharmendr,m,9
2593,sanwar lal,m,10
2594,kanisk dashora so rajendra parsad dashora,m,41
2595,sh. madan jain,m,14
2597,mohd arsad,m,10
2599,chandan adhikari,m,16
2600,ram lakhan so,m,13
2601,manjesh,m,7
2602,dharamveer,m,10
2603,abhinav jhori,m,13
2604,pratap singh,m,12
2605,sunil agarwal,m,13
2606,parshant sharma,m,15
2608,surendr,m,7
2609,sardhu sharma,m,13
2610,maha dev sharma,m,15
2611,farman,m,6
2612,mohit miglani,m,13
2613,upender mehto,m,13
2615,durgalal khateek,m,16
2616,chote,m,5
2618,dakch,m,5
2619,shri chatru,m,11
2620,mustikeem khan,m,14
2621,mahak singh,m,11
2622,maneesh monti,m,13
2623,mohmmad sarif,m,13
2624,sachin jain,m,11
2625,sumit kumar,m,11
2626,saurabh chhotu,m,14
2627,sukjveer singh,m,14
2628,sulender,m,8
2629,rameshwar,m,9
2630,ekram,m,5
2631,vinit tyagi,m,11
2632,sukh dev,m,8
2633,sadik,m,5
2634,vishu,m,5
2635,alok jha,m,8
2636,chand mohammad,m,14
2639,rinku pal,m,9
2640,ovaish,m,6
2641,saroj,m,5
2643,md imtiyaz,m,10
2644,rohit verma,m,11
2645,pabu dan,m,8
2646,laxman pandit,m,13
2647,nanak singh,m,11
2648,bhanu,m,5
2649,sumit agarwal,m,13
2650,deepanshu,m,9
2652,saurab gupta,m,12
2653,jaidev,m,6
2654,shashank yadav,m,14
